description,generic_name,how_to_take,name,side_effects,source,source_url,warnings
"<p>Ebola zaire vaccine, live is used to prevent disease caused by <i>Zaire ebolavirus</i>. It works by causing your immune system to produce its own protection (antibodies) against the virus. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> ebola zaire vaccine, live [ <i>ee-BOW-luh-zaa-EER-vak-SEEN, lyve</i> ]</p>",['<p>A nurse or other trained health professional will give you this vaccine in a hospital. This vaccine is given as a shot into a muscle. </p>'],"Ebola zaire vaccine, live (Intramuscular)","<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/ebola-zaire-vaccine-live.html,['<p><i>It is very important that your doctor check your progress at regular visits</i> to make sure that this vaccine is working properly and to check for unwanted effects. </p>']
"<p><a href=""/mtm/ascorbic-acid.html"" data-type=""auto"">Ascorbic acid</a> (<a href=""/mtm/vitamin-c.html"" data-type=""auto"">vitamin C</a>) occurs naturally in foods such as citrus fruit, tomatoes, potatoes, and leafy vegetables. Vitamin C is important for bones and connective tissues, muscles, and blood vessels. Vitamin C also helps the body absorb iron, which is needed for red blood cell production.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> ascorbic acid (vitamin C) [ <i>as-KORE-bik-AS-id</i> ]<br>
<b>Brand names:</b> Acerola, <a href=""/mtm/ascorbic-acid-quick-melts.html"">Ascorbic Acid Quick Melts</a>, C-500-Gr, <a href=""/mtm/cemill-1000.html"">Cemill 1000</a>, <a href=""/mtm/c-time.html"">C-Time</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 17 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Easy-C, Ester-C, N Ice with Vitamin C, Vasoflex HD, Vicks Vitamin C Drops, Vitamin C, Vitamin C TR, Vitamin C with Rose Hips, C/Rose Hips, Cecon, Cemill 500, Sunkist Vitamin C
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamins.html"">Vitamins</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Easy-C,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/easy-c.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
"<p>Aspirin extended-release capsules are used to lower risk of heart attack in patients with chronic coronary artery disease, such as patients with history of heart attack or angina (severe chest pain). It is also used to lower risk of recurrent stroke in patients who had an ischemic stroke or transient ischemic attack. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/aspirin.html"">aspirin</a> [ <i>AS-pir-in</i> ]<br>
<b>Drug classes:</b> <a href=""/drug-class/platelet-aggregation-inhibitors.html"">Platelet aggregation inhibitors</a>, <a href=""/drug-class/salicylates.html"">Salicylates</a></p>","['<p><i>Take this medicine only as directed by your doctor</i>. Do not take more of it, do not take it more often, and do not take it for a longer time than your doctor ordered. </p>']",Easprin (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/easprin.html,['<p><i>It is very important that your doctor check your progress while you are using this medicine</i>. This will allow your doctor to see if the medicine is working properly and to decide if you should continue to take it. </p>']
<p>Dextrose oral gel is used to treat hypoglycemia (low blood sugar) before unconsciousness occurs. </p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> dextrose (DEX-trose)<br>
<b>Drug class:</b> <a href=""/drug-class/glucose-elevating-agents.html"">Glucose elevating agents</a></p>","['<p><i>Take this medicine only as directed by your doctor</i>. Do not take more of it, do not take it more often, and do not take it for a longer time than your doctor ordered. </p>']",CVS Glucose (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/cvs-glucose.html,['<p><i>Your doctor will check your progress closely while you are receiving this medicine</i>. This will allow your doctor to see if the medicine is working properly and to decide if you should continue to receive it. </p>']
"<p>Ear Wax Removal (for the ears) is used to soften and loosen ear wax, making it easier to remove.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/carbamide-peroxide-otic.html"">carbamide peroxide</a> (otic) [ <i>KAR-ba-mide-per-OX-ide-OH-tik</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/auraphene-b-otic.html"">Auraphene-B</a>, <a href=""/mtm/debrox-otic.html"">Debrox</a>, Ear Wax, Ear Wax Removal, <a href=""/mtm/mollifene-otic.html"">Mollifene</a>, Murine Ear Drops<br>
<b>Drug class:</b> <a href=""/drug-class/cerumenolytics.html"">Cerumenolytics</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Ear Wax Removal (otic),"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ear-wax-removal-otic.html,"['<p>You should not use  Ear Wax Removal if you have a hole in your ear drum (ruptured ear drum), or if you have any signs of ear <a href=""/condition/infection-bacterial-fungal-protozoal-viral.html"" data-type=""auto"">infection</a> or injury, such as pain, warmth, swelling, drainage, or bleeding.</p>']"
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> sodium fluoride<br>
<b>Dosage form:</b> gel, dentifrice<br>
<b>Drug class:</b> <a href=""/drug-class/mouth-and-throat-products.html"">Mouth and throat products</a></p>",[],CTX4 Gel 5000 Prescribing Information,,drugs.com,https://www.drugs.com/pro/ctx4-gel-5000.html,[]
"<p>Vitamins are compounds that you must have for growth and health. They are needed in small amounts only and are usually available in the foods that you eat. Ascorbic acid, also known as vitamin C, is necessary for wound healing. It is needed for many functions in the body, including helping the body use carbohydrates, fats, and protein. Vitamin C also strengthens blood vessel walls.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ascorbic-acid.html"">ascorbic acid</a> [ <i>as-KORE-bik-AS-id</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/vitamins.html"">Vitamins</a></p>",[],C-Time w/Rose Hips (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/c-time-w-rose-hips.html,"['<p>Vitamin C is not stored in the body. If you take more than you need, the extra vitamin C will pass into your urine. Very large doses may also interfere with tests for sugar in diabetics and with tests for blood in the stool.</p>']"
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> blood collection system</p>",[],CPDA-1 Blood Collection Set Prescribing Information,,drugs.com,https://www.drugs.com/pro/cpda-1-blood-collection-set.html,[]
"<p>C.P.M. is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, <a href=""/cg/itchy-skin.html"" data-type=""auto"">itching</a>, watery eyes, and runny nose.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/chlorpheniramine.html"">chlorpheniramine</a> [ <i>KLOR-fen-IR-a-meen</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/aller-chlor.html"">Aller-Chlor</a>, Allergy Relief (Chlorpheniramine), Ed-Chlor Ped Jr, <a href=""/mtm/wal-finate.html"">Wal-finate</a>, <a href=""/mtm/allergy-relief.html"">Allergy Relief</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 14 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
C.P.M., Chlo-Amine, Chlor-Mal, Chlor-Trimeton, ChlorTan, Ed ChlorPed, Ed-Chlortan, PediaTan, Triaminic Allergy
</span><br>
<b>Drug class:</b> <a href=""/drug-class/antihistamines.html"">Antihistamines</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.  C.P.M. is usually taken only for a short time until your symptoms clear up.</p>']",C.P.M.,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/c-p-m.html,"['<p><b>Always ask a doctor before giving a cough or cold medicine to a child.</b> Death can occur from the misuse of <a href=""/cg/chronic-cough.html"" data-type=""auto"">cough</a> and <a href=""/cg/cold-symptoms-aftercare-instructions.html"" data-type=""auto"">cold</a> medicines in very young children.</p>']"
<p>Ciclopirox is used to treat infections caused by fungus. It works by killing the fungus or preventing its growth.</p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ciclopirox-topical.html"">ciclopirox</a> [ <i>sye-kloe-PIR-ox</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/topical-antifungals.html"">Topical antifungals</a></p>","['<p>For patients using the cream, gel, or lotion form of this medicine:</p>']",CNL8 (Topical),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/cnl8.html,"['<p>If your skin problem does not improve within 2 to 4 weeks, or if it becomes worse, check with your doctor.</p>']"
"<p><a href=""/mtm/ciclopirox-topical.html"" data-type=""auto"">Ciclopirox</a> is an antifungal medicine that prevents fungus from growing on your skin.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ciclopirox-topical.html"">ciclopirox topical</a> [ <i>sye-kloe-PEER-ox-TOP-i-kal</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/ciclodan-kit.html"">Ciclodan</a>, <a href=""/mtm/loprox.html"">Loprox</a>, Ciclodan Kit, CNL8 Nail, <a href=""/mtm/pedipirox-4.html"">Pedipirox-4</a>, <a href=""/mtm/penlac-nail-lacquer.html"">Penlac Nail Lacquer</a><br>
<b>Drug class:</b> <a href=""/drug-class/topical-antifungals.html"">Topical antifungals</a></p>",['<p>Use exactly as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended. Follow the directions on your prescription label.</p>'],CNL8 Nail,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/cnl8-nail.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/vaccinia.html"">vaccinia immune globulin</a> (human)<br>
<b>Dosage form:</b> injection</p>",[],CNJ-016 Injection Prescribing Information,,drugs.com,https://www.drugs.com/pro/cnj-016-injection.html,[]
"<p><a href=""/mtm/ascorbic-acid.html"" data-type=""auto"">Ascorbic acid</a> (<a href=""/mtm/vitamin-c.html"" data-type=""auto"">vitamin C</a>) occurs naturally in foods such as citrus fruit, tomatoes, potatoes, and leafy vegetables. Vitamin C is important for bones and connective tissues, muscles, and blood vessels. Vitamin C also helps the body absorb iron, which is needed for red blood cell production.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/ascorbic-acid.html"">ascorbic acid (vitamin C)</a> [ <i>as-KORE-bik-AS-id</i> ]<br>
<b>Brand names:</b> Acerola, <a href=""/mtm/ascorbic-acid-quick-melts.html"">Ascorbic Acid Quick Melts</a>, C-500-Gr, <a href=""/mtm/cemill-1000.html"">Cemill 1000</a>, C-Time, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 17 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Easy-C, Ester-C, N Ice with Vitamin C, Vasoflex HD, Vicks Vitamin C Drops, Vitamin C, Vitamin C TR, Vitamin C with Rose Hips, C/Rose Hips, Cecon, Cemill 500, Sunkist Vitamin C
</span><br>
<b>Drug class:</b> <a href=""/drug-class/vitamins.html"">Vitamins</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",C-Time,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction:</b> hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/c-time.html,"['<p>Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.</p>']"
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/cdi/prenatal-vitamin-chewable-tablet.html"">omega-3 fatty acids, thiamine mononitrate, riboflavin, pyridoxine hydrochloride, cyanocobalamin, folic acid, cholecalciferol, ascorbic acid, .alpha.-tocopherol, d-, cupric sulfate, zinc oxide, ferrous fumarate and magnesium</a><br>
<b>Dosage form:</b> capsule, gelatin coated</p>",[],C-Nate DHA Prescribing Information,,drugs.com,https://www.drugs.com/pro/c-nate-dha.html,[]
"<p>Ear Wax (for the ears) is used to soften and loosen ear wax, making it easier to remove.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> carbamide peroxide (otic) [ <i>KAR-ba-mide-per-OX-ide-OH-tik</i> ]<br>
<b>Brand names:</b> <a href=""/mtm/auraphene-b-otic.html"">Auraphene-B</a>, <a href=""/mtm/debrox-otic.html"">Debrox</a>, Ear Wax, Ear Wax Removal, <a href=""/mtm/mollifene-otic.html"">Mollifene</a>, Murine Ear Drops<br>
<b>Drug class:</b> <a href=""/drug-class/cerumenolytics.html"">Cerumenolytics</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.</p>']",Ear Wax (otic),"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ear-wax-otic.html,"['<p>You should not use  Ear Wax if you have a hole in your ear drum (ruptured ear drum), or if you have any signs of ear <a href=""/condition/infection-bacterial-fungal-protozoal-viral.html"" data-type=""auto"">infection</a> or injury, such as pain, warmth, swelling, drainage, or bleeding.</p>']"
